time[s],flange_omega_x[rad/s],flange_omega_y[rad/s],flange_omega_z[rad/s],flange_alpha_x[rad/s2],flange_alpha_y[rad/s2],flange_alpha_z[rad/s2],cycloid_acc_x[m/s2],cycloid_acc_y[m/s2],cycloid_acc_z[m/s2],input_omega_x[rad/s],input_omega_y[rad/s],input_omega_z[rad/s],crank_omega_z[rad/s]
3.014585937500141588e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.915244981034484484e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.671165061509709062e+02,3.454119493997043833e+01,1.469393040657883809e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999955914518e+02,-9.399998085767529687e+01
3.015085937500142643e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.936423793713146324e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.278324547701695906e+02,3.173363018845844508e+01,9.246586207067476693e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.820000000032819685e+02,-9.400005056312383545e+01
3.015523437500142179e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.951809675440606240e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.310040409820611558e+02,2.950565257532406349e+01,5.100858060462513777e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999840982241e+02,-9.400031326168706869e+01
3.016085937500141978e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.965310414087856117e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.549468303061681524e+02,2.938300193615046751e+01,3.772125561121713044e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999951016321e+02,-9.400029968110365530e+01
3.016585937500143033e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.967535845604590383e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.190916970984116716e+02,3.164291292088923058e+01,3.728713869708430995e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999999793658e+02,-9.400066288400707037e+01
3.017085937500144088e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.956426023923455659e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.387955149159374741e+02,2.709000408267822380e+01,-2.089015619916501532e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999905946879e+02,-9.400058061247261776e+01
3.017585937500145143e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.936456512831257637e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.398007088255199051e+02,2.806288838488081439e+01,1.746600709585351074e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999937779194e+02,-9.400017723173063189e+01
3.018085937500146199e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.913274857739103441e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.617792894861552782e+02,1.934711778380216884e+01,-1.145483175142214094e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999911002533e+02,-9.400030560403723712e+01
3.018585937500147254e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.892213232695987513e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.631380207552518300e+02,1.792997163604986000e+01,-1.248369261720555023e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999887929221e+02,-9.400012024961387169e+01
3.019085937500148309e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.877149486881628304e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.292697126286929290e+02,1.652613344004162244e+01,-1.439847981998944171e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999865306108e+02,-9.399984508886313961e+01
3.019585937500148809e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.870749476474317996e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.552393173818557415e+01,1.896567111037824205e+01,-1.047986733449158336e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.820000000158819375e+02,-9.399968781697008069e+01
3.020085937500148754e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.873860613834134714e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.836342305983768313e+02,2.095112665604664670e+01,-7.862698026718095257e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.820000000115923626e+02,-9.399997727420603155e+01
3.020585937500148699e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.886766404098885630e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.367580731538760688e+02,1.797645040181545184e+01,-1.364672048879945088e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.820000000086587875e+02,-9.399963135904906153e+01
